n,file,score,confidence,query,serp_position,source_domain,source_page,image_url,title,source_size,output_size,kb,quality_note,orig_file
1,mari-mariolina-stool.jpg,62.8,alta,"""Mariolina Stool"" ""Enzo Mari""",9,archiproducts.com,https://www.archiproducts.com/en/products/magis/high-polypropylene-stool-mariolina_792377?srsltid=AfmBOopBms38kgceUGHAnj05Epj9stmjmd0ajE5DHVyqAzfgtdzCKRS3,https://img.edilportale.com/product-thumbs/b_Magis_MARIOLINA_uvSZTPycxj.jpeg,MARIOLINA Stool By Magis,840x630,1600x1600,92.5,FALLBACK_DA_CONTROLLARE; sorgente troppo piccola (840x630); sfondo chiaro pulito ai bordi (100%); q=96; immagine preservata intera: sorgente 840x630; niente scontorno/crop,
2,mari-mariolina-stool2.jpg,96.6,media,"""Mariolina Stool"" ""Enzo Mari""",11,magisdesign.com,https://www.magisdesign.com/it/product/mariolina/,https://www.magisdesign.com/wp-content/uploads/2015/01/Magis_mariolina_product_front_white_bordeaux_orange_01_finish.png,Mariolina - Magis S.p.A.,257x500,1600x1600,86.3,FALLBACK_DA_CONTROLLARE; sorgente troppo piccola (257x500); sorgente con trasparenza; q=96; immagine preservata intera: sorgente 257x500; niente scontorno/crop,
3,mari-mariolina-stool3.jpg,58.0,alta,"""Mariolina Stool"" ""Enzo Mari""",13,archiproducts.com,https://www.archiproducts.com/en/products/magis/high-polypropylene-stool-mariolina_792377?srsltid=AfmBOoozv4pSTybvDxdl-znuN0jH2KVNVtSf7LBFo93JDZTS5LKFFpCq,https://catalogs.edilportale.com/Mariolina-Catalogue-Magis-0-cat5e805a09.jpg,MARIOLINA Stool By Magis,464x656,1600x1600,121.3,FALLBACK_DA_CONTROLLARE; sorgente troppo piccola (464x656); sfondo chiaro pulito ai bordi (98%); q=96; immagine preservata intera: sorgente 464x656; niente scontorno/crop,
1,vigo-serie-top-divano-bar-buffet.jpg,38.0,media,"""Serie TOP - divano / bar / buffet"" ""Nanda Vigo""",86,1stdibs.com,https://www.1stdibs.com/it/arredi/sedute/poltrone/sedia-nanda-vigo-serie-top-in-vetro-a-specchio-per-fai-international-italia-1970/id-f_50273602/,https://a.1stdibscdn.com/nanda-vigo-top-series-chair-in-mirror-glass-for-fai-international-italy-1970-for-sale-picture-5/f_11172/f_502736021779886550131/Nanda_Vigo_chair_1970_2_master.jpg?width=768,"Sedia Nanda Vigo ""Serie Top"" in vetro a specchio per FAI International,  Italia 1970 in vendita su 1stDibs Italia",768x512,1600x1600,142.3,FALLBACK_DA_CONTROLLARE; sorgente troppo piccola (768x512); sfondo non pulito/ambientato ai bordi (0%); q=96; immagine preservata intera: sorgente 768x512; niente scontorno/crop,
2,vigo-serie-top-divano-bar-buffet2.jpg,48.8,media,"""Serie TOP - divano / bar / buffet"" ""Nanda Vigo"" ""Fai International""",5,1stdibs.com,https://www.1stdibs.com/it/arredi/sedute/poltrone/sedia-nanda-vigo-serie-top-in-vetro-a-specchio-per-fai-international-italia-1970/id-f_50273602/,https://a.1stdibscdn.com/nanda-vigo-top-series-chair-in-mirror-glass-for-fai-international-italy-1970-for-sale-picture-7/f_11172/f_502736021779886549980/Nanda_Vigo_chair_1970_6_master.jpg?width=768,"Sedia Nanda Vigo ""Serie Top"" in vetro a specchio per FAI International,  Italia 1970 in vendita su 1stDibs Italia",768x512,1600x1600,118.1,FALLBACK_DA_CONTROLLARE; sorgente troppo piccola (768x512); sfondo non pulito/ambientato ai bordi (0%); q=96; immagine preservata intera: sorgente 768x512; niente scontorno/crop,
3,vigo-serie-top-divano-bar-buffet3.jpg,46.4,media,"""Serie TOP - divano / bar / buffet"" ""Nanda Vigo"" ""Fai International""",7,1stdibs.com,https://www.1stdibs.com/it/arredi/sedute/poltrone/sedia-nanda-vigo-serie-top-in-vetro-a-specchio-per-fai-international-italia-1970/id-f_50273602/,https://a.1stdibscdn.com/nanda-vigo-top-series-chair-in-mirror-glass-for-fai-international-italy-1970-for-sale-picture-3/f_11172/f_502736021779886550992/Nanda_Vigo_chair_1970_10_master.jpg?width=768,"Sedia Nanda Vigo ""Serie Top"" in vetro a specchio per FAI International,  Italia 1970 in vendita su 1stDibs Italia",768x512,1600x1600,128.1,FALLBACK_DA_CONTROLLARE; sorgente troppo piccola (768x512); sfondo non pulito/ambientato ai bordi (0%); q=96; immagine preservata intera: sorgente 768x512; niente scontorno/crop,
1,vigo-serie-top-mobile-sound-componibile.jpg,53.6,media,"""Serie TOP - mobile sound componibile"" ""Nanda Vigo""",1,cambiaste.com,https://www.cambiaste.com/it/asta-1005/nanda-vigo-mobile-luminoso-mod-cronotopo-322598,https://imageapi.cambiaste.com/api/lotto/immagine/322598.jpg,Nanda Vigo : Mobile luminoso mod. Cronotopo - Asta Fine Design - Cambi Casa  d'Aste,2362x2362,1600x1600,431.5,"FALLBACK_ESTREMO_SEMANTICA_NON_SICURA; sorgente 2362x2362, 596.7KB; sfondo chiaro pulito ai bordi (93%); q=94; immagine preservata intera: sorgente 2362x2362; niente scontorno/crop",
2,vigo-serie-top-mobile-sound-componibile2.jpg,50.0,media,"""Serie TOP - mobile sound componibile"" ""Nanda Vigo""",4,cambiaste.com,https://www.cambiaste.com/it/asta-1005/nanda-vigo-mobile-luminoso-mod-cronotopo-322598,https://imageapi.cambiaste.com/api/lotto/immagine/322598/2.jpg,Nanda Vigo : Mobile luminoso mod. Cronotopo - Asta Fine Design - Cambi Casa  d'Aste,2362x2362,1440x1440,442.4,"FALLBACK_ESTREMO_SEMANTICA_NON_SICURA; sorgente 2362x2362, 1026.2KB; sfondo non pulito/ambientato ai bordi (79%); q=88; immagine preservata intera: sorgente 2362x2362; niente scontorno/crop",
3,vigo-serie-top-mobile-sound-componibile3.jpg,45.2,media,"""Serie TOP - mobile sound componibile"" ""Nanda Vigo""",8,cambiaste.com,https://www.cambiaste.com/it/asta-1005/nanda-vigo-mobile-luminoso-mod-cronotopo-322598,https://imageapi.cambiaste.com/api/lotto/immagine/322598/3.jpg,Nanda Vigo : Mobile luminoso mod. Cronotopo - Asta Fine Design - Cambi Casa  d'Aste,2362x2362,1049x1049,433.9,"FALLBACK_ESTREMO_SEMANTICA_NON_SICURA; sorgente 2362x2362, 1619.1KB; sfondo non pulito/ambientato ai bordi (13%); q=88; immagine preservata intera: sorgente 2362x2362; niente scontorno/crop",
1,vigo-serie-top-mobile-tv-sound.jpg,53.6,media,"""Serie TOP - mobile TV / sound"" ""Nanda Vigo""",1,cambiaste.com,https://www.cambiaste.com/it/asta-1005/nanda-vigo-mobile-luminoso-mod-cronotopo-322598,https://imageapi.cambiaste.com/api/lotto/immagine/322598.jpg,Nanda Vigo : Mobile luminoso mod. Cronotopo - Asta Fine Design - Cambi Casa  d'Aste,2362x2362,1600x1600,431.5,"FALLBACK_ESTREMO_SEMANTICA_NON_SICURA; sorgente 2362x2362, 511.1KB; sfondo chiaro pulito ai bordi (93%); q=94; immagine preservata intera: sorgente 2362x2362; niente scontorno/crop",
2,vigo-serie-top-mobile-tv-sound2.jpg,50.0,media,"""Serie TOP - mobile TV / sound"" ""Nanda Vigo""",4,cambiaste.com,https://www.cambiaste.com/it/asta-1005/nanda-vigo-mobile-luminoso-mod-cronotopo-322598,https://imageapi.cambiaste.com/api/lotto/immagine/322598/2.jpg,Nanda Vigo : Mobile luminoso mod. Cronotopo - Asta Fine Design - Cambi Casa  d'Aste,2362x2362,1440x1440,442.4,"FALLBACK_ESTREMO_SEMANTICA_NON_SICURA; sorgente 2362x2362, 938.1KB; sfondo non pulito/ambientato ai bordi (79%); q=88; immagine preservata intera: sorgente 2362x2362; niente scontorno/crop",
3,vigo-serie-top-mobile-tv-sound3.jpg,38.0,media,"""Serie TOP - mobile TV / sound"" ""Nanda Vigo""",39,cambiaste.com,https://www.cambiaste.com/it/asta-1005/nanda-vigo-mobile-luminoso-mod-cronotopo-322598,https://imageapi.cambiaste.com/api/lotto/immagine/322598/3.jpg,Nanda Vigo : Mobile luminoso mod. Cronotopo - Asta Fine Design - Cambi Casa  d'Aste,2362x2362,1049x1049,433.9,"FALLBACK_ESTREMO_SEMANTICA_NON_SICURA; sorgente 2362x2362, 1488.3KB; sfondo non pulito/ambientato ai bordi (13%); q=88; immagine preservata intera: sorgente 2362x2362; niente scontorno/crop",
1,vigo-serie-top-tavolini-bassi.jpg,46.4,media,"""Serie TOP - tavolini bassi"" ""Nanda Vigo"" ""Fai International""",7,cambiaste.com,https://www.cambiaste.com/it/asta-1165/nanda-vigo-tavolo-basso-364785,https://imageapi.cambiaste.com/api/lotto/immagine/364785.jpg,Nanda Vigo : Tavolo basso - Asta Design - Cambi Casa d'Aste,1999x2000,1600x1600,419.4,"FALLBACK_ESTREMO_SEMANTICA_NON_SICURA; sorgente 1999x2000, 259.6KB; sfondo chiaro pulito ai bordi (90%); q=96; immagine preservata intera: sorgente 1999x2000; niente scontorno/crop",
2,vigo-serie-top-tavolini-bassi2.jpg,24.0,media,"""Serie TOP - tavolini bassi"" ""Nanda Vigo"" ""Fai International""",19,1stdibs.com,https://www.1stdibs.com/it/furniture/tables/center-tables/tavolino-da-salotto-block-in-vetro-designer-nanda-vigo-per-acerbis-anni-70/id-f_38301562/,https://a.1stdibscdn.com/tavolino-da-salotto-block-in-vetro-designer-nanda-vigo-per-acerbis-anni-70-for-sale-picture-7/f_75742/f_38301562/20240207_1707321915016_master.jpg?width=768,"Tavolino da salotto Block in vetro designer Nanda Vigo per Acerbis anni 70  in vendita su 1stDibs Italia | tavolo acerbis anni '70, mobili acerbis anni  '70",768x768,1600x1600,142.2,FALLBACK_ESTREMO_SEMANTICA_NON_SICURA; sorgente troppo piccola (768x768); sfondo non pulito/ambientato ai bordi (0%); q=96; immagine preservata intera: sorgente 768x768; niente scontorno/crop,
3,vigo-serie-top-tavolini-bassi3.jpg,16.0,media,"""Serie TOP - tavolini bassi"" ""Nanda Vigo"" ""Fai International""",24,pamono.it,https://www.pamono.it/tavolo-block-vintage-con-base-in-vetro-a-specchio-e-ripiano-in-vetro-di-nanda-vigo-per-acerbis-anni-39-70?srsltid=AfmBOorKoqjAfqjZsMbnZ_ffbvES2mKNSGDS807wMSiMk-w2YO_b8ZwB,https://cdn20.pamono.com/p/g/2/4/2492550_lzemhfir6a/tavolo-block-vintage-con-base-in-vetro-a-specchio-e-ripiano-in-vetro-di-nanda-vigo-per-acerbis-anni-70-immagine-2.jpg,"Tavolo Block vintage con base in vetro a specchio e ripiano in vetro di Nanda  Vigo per Acerbis, anni '70 in vendita su Pamono",410x400,1600x1600,77.9,FALLBACK_ESTREMO_SEMANTICA_NON_SICURA; sorgente troppo piccola (410x400); sfondo non pulito/ambientato ai bordi (75%); q=96; immagine preservata intera: sorgente 410x400; niente scontorno/crop,
1,vigo-corner.jpg,45.8,media,"""Corner"" ""Nanda Vigo""",86,alcantara.com,https://www.alcantara.com/alcantara-partnered-audi-for-the-2017-milan-design-week/,https://www.alcantara.com/wp-content/uploads/2017/04/alcantara-corner-lounges-audi-city-lab-6.jpg,Alcantara partnered Audi for the 2017 Milan Design Week - Alcantara,1920x1080,1600x1600,383.4,"FALLBACK_DA_CONTROLLARE; sorgente 1920x1080, 187.4KB; sfondo non pulito/ambientato ai bordi (0%); q=92; immagine preservata intera: sorgente 1920x1080; niente scontorno/crop",
1,vigo-explorer.jpg,48.6,alta,"""Explorer"" ""Nanda Vigo""",5,core77.com,https://www.core77.com/posts/37788/Nanda-Vigo-Space-Time-Explorer,https://s3files.core77.com/blog/images/lead_n_spotlight/lead_400_37788_.jpg,"Nanda Vigo, Space-Time Explorer - Core77",400x400,1600x1600,104.8,FALLBACK_DA_CONTROLLARE; sorgente troppo piccola (400x400); sfondo non pulito/ambientato ai bordi (0%); q=96; immagine preservata intera: sorgente 400x400; niente scontorno/crop,
2,vigo-explorer2.jpg,55.4,alta,"""Explorer"" ""Nanda Vigo""",6,core77.com,https://www.core77.com/posts/37788/Nanda-Vigo-Space-Time-Explorer,https://s3files.core77.com/blog/images/288442_33988_37788_t5asvNG5r.jpg,"Nanda Vigo, Space-Time Explorer - Core77",650x433,1600x1600,158.1,FALLBACK_DA_CONTROLLARE; sorgente troppo piccola (650x433); sfondo chiaro pulito ai bordi (100%); q=96; immagine preservata intera: sorgente 650x433; niente scontorno/crop,
3,vigo-explorer3.jpg,46.2,alta,"""Explorer"" ""Nanda Vigo""",7,core77.com,https://www.core77.com/posts/37788/Nanda-Vigo-Space-Time-Explorer,https://s3files.core77.com/blog/images/288500_33988_37788_y3ZR0X4jZ.jpg,"Nanda Vigo, Space-Time Explorer - Core77",444x572,1600x1600,154.0,FALLBACK_DA_CONTROLLARE; sorgente troppo piccola (444x572); sfondo non pulito/ambientato ai bordi (2%); q=96; immagine preservata intera: sorgente 444x572; niente scontorno/crop,
1,vigo-nevada.jpg,35.8,alta,"""Nevada"" ""Nanda Vigo""",94,1stdibs.com,https://www.1stdibs.com/locations/nevada-usa/furniture/storage-case-pieces/cabinets/,https://a.1stdibscdn.com/antique-european-wabi-sabi-pantry-cabinet-for-sale/f_13992/f_487022321770526662384/f_48702232_1770526662758_bg_processed.jpg?width=240,Antique Cabinets For Sale in Nevada - 1stDibs,240x240,1600x1600,82.1,FALLBACK_DA_CONTROLLARE; sorgente troppo piccola (240x240); sfondo chiaro pulito ai bordi (100%); q=96; immagine preservata intera: sorgente 240x240; niente scontorno/crop,
1,vigo-video.jpg,59.8,alta,"""Video"" ""Nanda Vigo""",66,studiointernational.com,https://www.studiointernational.com/index.php/nanda-vigo-interview-zero-chronotopes-fontana-ponti-manzoni,https://i.vimeocdn.com/video/491288300-d1c42d4207217a00548ba6b4686d8247bc7754d7710eabf513173fd58c120f70-d?f=webp,"Nanda Vigo: interview, Milan, 4 September 2014",1920x1080,1600x1600,411.9,"FALLBACK_DA_CONTROLLARE; sorgente 1920x1080, 143.8KB; sfondo non pulito/ambientato ai bordi (2%); q=94; immagine preservata intera: sorgente 1920x1080; niente scontorno/crop",
1,vigo-easy.jpg,16.0,media,"""Easy"" ""Nanda Vigo""",18,pamono.eu,https://www.pamono.eu/stories/nanda-vigo-through-the-looking-glass?srsltid=AfmBOorBQVLk8mDRC6LrFrtanpODGfH1LtmpG3dL-ZiD8f3jzRnJrLqG,https://cdn20.pamono.com/p/m/9/0/90229_9u6tJcsoRz/eye-wall-lamp-by-angelo-lelli-for-arredoluce-1963.jpg,Adam Štěch Visits the Legendary Nanda Vigo—Pamono Stories,300x300,1600x1600,88.4,FALLBACK_ESTREMO_SEMANTICA_NON_SICURA; sorgente troppo piccola (300x300); sfondo chiaro pulito ai bordi (100%); q=96; immagine preservata intera: sorgente 300x300; niente scontorno/crop,
2,vigo-easy2.jpg,16.0,media,"""Easy"" ""Nanda Vigo""",21,pamono.eu,https://www.pamono.eu/stories/nanda-vigo-through-the-looking-glass?srsltid=AfmBOorcif8K5XLqndF6vF9XGKEnm8BaOQd8bffmqJChjJKOyGWdzDSx,https://cdn20.pamono.com/p/m/2/0/202716_jfcofbbeb7/vintage-bay-table-lamp-by-ettore-sottsass-for-memphis.jpg,Adam Štěch Visits the Legendary Nanda Vigo—Pamono Stories,300x300,1600x1600,84.3,FALLBACK_ESTREMO_SEMANTICA_NON_SICURA; sorgente troppo piccola (300x300); sfondo chiaro pulito ai bordi (100%); q=96; immagine preservata intera: sorgente 300x300; niente scontorno/crop,
3,vigo-easy3.jpg,26.0,media,"""Easy"" ""Nanda Vigo""",48,vinterior.co,https://www.vinterior.co/home-decor/mirrors/wall-mirrors/italian-mirror-round-round-by-nanda-vigo-for-glas-italia-1987-sku58457070,https://imgproxy.vinterior.co/is/rs:fit:848:892:0:0/quality:40/plain/https%3A%2F%2Fassets-vinterior-0.vinterior.co%2Fuploads%2Flisting_image%2Fimage%2F16790032%2Fmid-century-modern-glass-scornice-mirror-by-nanda-vigo-for-glas-italia-1980s-sku12180231_0.jpg,"Italian Mirror Round Round By Nanda Vigo For Glas Italia, 1987 | Nanda Vigo  | Vinterior",848x848,1600x1600,85.3,FALLBACK_ESTREMO_SEMANTICA_NON_SICURA; sorgente troppo piccola (848x848); sfondo chiaro pulito ai bordi (100%); q=96; immagine preservata intera: sorgente 848x848; niente scontorno/crop,
1,vigo-classico.jpg,44.4,media,"""Classico"" ""Nanda Vigo"" ""Glas Italia""",2,pamono.it,https://www.pamono.it/specchio-colorato-di-nanda-vigo-per-glas-italia-anni-39-90?srsltid=AfmBOopNe9Oixggl4OS3bdSbYyqnbzu4qDQzFdcJnchL6VRrgC-TZrvC,https://cdn20.pamono.com/p/s/2/4/2445708_w7yq453u8g/specchio-colorato-di-nanda-vigo-per-glas-italia-anni-90.jpg,"Specchio colorato di Nanda Vigo per Glas Italia, anni '90",375x500,1600x1600,143.8,FALLBACK_DA_CONTROLLARE; sorgente troppo piccola (375x500); sfondo non pulito/ambientato ai bordi (0%); q=96; immagine preservata intera: sorgente 375x500; niente scontorno/crop,
2,vigo-classico2.jpg,43.2,media,"""Classico"" ""Nanda Vigo"" ""Glas Italia""",3,pamono.it,https://www.pamono.it/specchio-rotondo-di-nanda-vigo-per-glas-italia-anni-39-80?srsltid=AfmBOopgTOAeOnWEvbeSHYaXZuYK03-IfJcbTiAZB1mi42iRiPXiUgX8,https://cdn20.pamono.com/p/g/2/3/2386332_rfejqinju2/specchio-rotondo-di-nanda-vigo-per-glas-italia-anni-80-immagine-5.jpg,"Specchio rotondo di Nanda Vigo per Glas Italia, anni '80",533x400,1600x1600,130.4,FALLBACK_DA_CONTROLLARE; sorgente troppo piccola (533x400); sfondo non pulito/ambientato ai bordi (0%); q=96; immagine preservata intera: sorgente 533x400; niente scontorno/crop,
3,vigo-classico3.jpg,40.8,media,"""Classico"" ""Nanda Vigo"" ""Glas Italia""",5,pamono.it,https://www.pamono.it/specchio-rotondo-di-nanda-vigo-per-glas-italia-anni-39-80?srsltid=AfmBOopJkddWqKQUFhDJMoO5rGV_-uNNOnCEjLsx9S1p1KT8pHP271GB,https://cdn20.pamono.com/p/g/2/3/2386332_a9b983wq37/specchio-rotondo-di-nanda-vigo-per-glas-italia-anni-80-immagine-3.jpg,"Specchio rotondo di Nanda Vigo per Glas Italia, anni '80",533x400,1600x1600,121.7,FALLBACK_DA_CONTROLLARE; sorgente troppo piccola (533x400); sfondo non pulito/ambientato ai bordi (0%); q=96; immagine preservata intera: sorgente 533x400; niente scontorno/crop,
1,vigo-modern-art.jpg,16.0,media,"""Modern Art"" ""Nanda Vigo""",30,sothebys.com,https://www.sothebys.com/en/buy/auction/2026/modern-and-contemporary-art-miol65/cronotopo,https://sothebys-md.brightspotcdn.com/dims4/default/d22a9b2/2147483647/strip/true/crop/2000x2000+0+0/resize/385x385!/quality/90/?url=http%3A%2F%2Fsothebys-brightspot.s3.amazonaws.com%2Fmedia-desk%2Fwebnative%2Fimages%2Ffb%2F5b%2F5d66acd140489ad1fbef3a1ffb91%2Fmiol65-dlk9s-t2-04-kb.jpg,Nanda Vigo | Cronotopo | Modern and Contemporary Art | 2026 |,385x385,1600x1600,100.1,FALLBACK_ESTREMO_SEMANTICA_NON_SICURA; sorgente troppo piccola (385x385); sfondo chiaro pulito ai bordi (100%); q=96; immagine preservata intera: sorgente 385x385; niente scontorno/crop,
2,vigo-modern-art2.jpg,38.0,media,"""Modern Art"" ""Nanda Vigo""",48,sothebys.com,https://www.sothebys.com/en/buy/auction/2026/modern-and-contemporary-art-miol65/cronotopo,https://sothebys-md.brightspotcdn.com/dims4/default/54a5648/2147483647/strip/true/crop/2000x2000+0+0/resize/2048x2048!/quality/90/?url=http%3A%2F%2Fsothebys-brightspot.s3.amazonaws.com%2Fmedia-desk%2Fwebnative%2Fimages%2Fd8%2F38%2F5505c2504d95a1c7eb8c856c3f84%2Fn12213-bx5j3-t2-01.jpg,Nanda Vigo | Cronotopo | Modern and Contemporary Art | 2026 |,2048x2048,1600x1600,234.2,"FALLBACK_ESTREMO_SEMANTICA_NON_SICURA; sorgente 2048x2048, 159.6KB; sfondo chiaro pulito ai bordi (100%); q=96; immagine preservata intera: sorgente 2048x2048; niente scontorno/crop",
3,vigo-modern-art3.jpg,38.0,media,"""Modern Art"" ""Nanda Vigo""",49,wright20.com,https://www.wright20.com/auctions/2021/12/casati-gallery-visions-of-italian-design/101,https://www.wright20.com/items/index/2000/101_1_casati_gallery_visions_of_italian_design_december_2021_nanda_vigo_light_trees_three_works__wright_auction.jpg?t=1692918362,"101: NANDA VIGO, Light Trees (three works) < Casati Gallery: Visions of  Italian Design, 10 December 2021 < Auctions | Wright: Auctions of Art and  Design",2000x2001,1600x1600,380.3,"FALLBACK_ESTREMO_SEMANTICA_NON_SICURA; sorgente 2000x2001, 137.8KB; sfondo chiaro pulito ai bordi (100%); q=96; immagine preservata intera: sorgente 2000x2001; niente scontorno/crop",
1,vigo-splash.jpg,15.8,media,"""Splash"" ""Nanda Vigo""",28,virtuoso.com,https://www.virtuoso.com/travel/articles/the-golden-age-of-travel-is-back-this-summer,https://virtuoso-prod.dotcms.cloud/dA/34de9ea5c22491b4a7e8554e16f3a9d9/heroImage2/vert-hero-orientexpress-sailingyachts-corinthian-suites-panoramique-prestige-bedroom-rendering.jpg/webp,"Orient Express Hotels, Trains, and Sailing Yachts Make a Splash in Europe  this Summer | Virtuoso",390x546,1600x1600,137.5,FALLBACK_ESTREMO_SEMANTICA_NON_SICURA; sorgente troppo piccola (390x546); sfondo non pulito/ambientato ai bordi (0%); q=96; immagine preservata intera: sorgente 390x546; niente scontorno/crop,
2,vigo-splash2.jpg,23.8,media,"""Splash"" ""Nanda Vigo""",31,virtuoso.com,https://www.virtuoso.com/travel/articles/the-golden-age-of-travel-is-back-this-summer,https://virtuoso-prod.dotcms.cloud/dA/34de9ea5c22491b4a7e8554e16f3a9d9/heroImage1/vert-hero-travel-now-oe-maxime-d-angeac-martin-darzacq.jpg/webp,"Orient Express Hotels, Trains, and Sailing Yachts Make a Splash in Europe  this Summer | Virtuoso",390x546,1600x1600,199.2,FALLBACK_ESTREMO_SEMANTICA_NON_SICURA; sorgente troppo piccola (390x546); sfondo non pulito/ambientato ai bordi (0%); q=96; immagine preservata intera: sorgente 390x546; niente scontorno/crop,
3,vigo-splash3.jpg,31.8,media,"""Splash"" ""Nanda Vigo""",36,virtuoso.com,https://www.virtuoso.com/travel/articles/the-golden-age-of-travel-is-back-this-summer,https://virtuoso-prod.dotcms.cloud/dA/34de9ea5c22491b4a7e8554e16f3a9d9/articleImage2/body-dolce-vita-orient-express-train-mrtripper.jpg/webp,"Orient Express Hotels, Trains, and Sailing Yachts Make a Splash in Europe  this Summer | Virtuoso",760x507,1600x1600,196.0,FALLBACK_ESTREMO_SEMANTICA_NON_SICURA; sorgente troppo piccola (760x507); sfondo non pulito/ambientato ai bordi (0%); q=96; immagine preservata intera: sorgente 760x507; niente scontorno/crop,
1,vigo-forty.jpg,41.8,media,"""Forty"" ""Nanda Vigo""",85,diaforia.org,https://www.diaforia.org/floema/2025/06/29/the-forty-years-later-project-vol-1-colloquiale-n-20-antonio-syxty/,https://www.diaforia.org/floema/files/2025/06/Antonio-Syxty-1-819x1024.jpg,"The Forty Years Later Project, vol. 1 + Colloquiale n. 20 < = > Antonio  Syxty",819x1024,1600x1600,273.7,FALLBACK_DA_CONTROLLARE; sorgente troppo piccola (819x1024); sfondo non pulito/ambientato ai bordi (71%); q=96; immagine preservata intera: sorgente 819x1024; niente scontorno/crop,
1,vigo-funny.jpg,52.0,media,"""Funny"" ""Nanda Vigo"" ""specchio da tavolo""",57,1stdibs.com,https://www.1stdibs.com/it/creators/nanda-vigo/furniture/mirrors/,https://a.1stdibscdn.com/large-italian-onda-wall-mirror-by-nanda-vigo-for-glas-italia-1980s-for-sale/1121189/f_428608021734774084758/42860802_datamatics.jpg,Nanda Vigo Specchi - 10 in vendita su 1stDibs Italia,3833x3833,1600x1600,266.4,"OK; sorgente 3833x3833, 336.2KB; sfondo chiaro pulito ai bordi (100%); q=96; immagine preservata intera: sorgente 3833x3833; niente scontorno/crop",
1,vigo-scornice.jpg,73.4,alta,"""Scornice"" ""Nanda Vigo""",1,lizoh.it,https://lizoh.it/products/specchio-scornice-di-nanda-vigo-per-glas-design?srsltid=AfmBOooiJq2FSs7YXQkRRaSGccXWRKCS1gVJ0JlUXBX6LTHN0XAWnhly,https://lizoh.it/cdn/shop/files/Nanda-Vigo-Scornice-2.jpg?v=1700835381&width=1445,"Specchio ""Scornice"" di Nanda Vigo per Glas - Design - – Lizoh",900x1200,1600x1600,258.2,"FALLBACK_DA_CONTROLLARE; sorgente 900x1200, 86.0KB; sfondo non pulito/ambientato ai bordi (29%); q=96; immagine preservata intera: sorgente 900x1200; niente scontorno/crop",
2,vigo-scornice2.jpg,84.2,alta,"""Scornice"" ""Nanda Vigo""",2,deesup.com,https://www.deesup.com/shop/specchio-scornice-nanda-vigo-glas-italia-330421,https://storage.googleapis.com/deesup_vendure_prod/preview/bb/img-20231214-wa0011__preview.webp,Specchio Scornice Nanda Vigo,1024x768,1600x1600,194.6,FALLBACK_DA_CONTROLLARE; sorgente troppo piccola (1024x768); sfondo non pulito/ambientato ai bordi (0%); q=96; immagine preservata intera: sorgente 1024x768; niente scontorno/crop,
3,vigo-scornice3.jpg,71.8,alta,"""Scornice"" ""Nanda Vigo""",4,deesup.com,https://www.deesup.com/shop/specchio-scornice-nanda-vigo-glas-italia-330421,https://storage.googleapis.com/deesup_vendure_prod/preview/2d/untitled_artwork_720a__preview.webp,"Specchio Scornice Nanda Vigo, Glas Italia | Deesup",720x720,1600x1600,115.8,FALLBACK_DA_CONTROLLARE; sorgente troppo piccola (720x720); sfondo chiaro pulito ai bordi (100%); q=96; immagine preservata intera: sorgente 720x720; niente scontorno/crop,
1,vigo-candelieri.jpg,39.4,media,"""Candelieri"" ""Nanda Vigo"" ""candelieri""",1,intondo.com,https://www.intondo.com/it/product/decor/candelieri?category=decor&subcategory=candelieri,https://www.intondo.com/media/mounted_nas/app-models-product/2026/2261216/conversions/media-libraryeRa8aQ-thumb.webp,"Candelieri Artistici, di Design e Antichi | intOndo",368x388,1600x1600,117.5,FALLBACK_DA_CONTROLLARE; sorgente troppo piccola (368x388); sfondo chiaro pulito ai bordi (100%); q=96; immagine preservata intera: sorgente 368x388; niente scontorno/crop,
2,vigo-candelieri2.jpg,38.2,media,"""Candelieri"" ""Nanda Vigo"" ""candelieri""",2,intondo.com,https://www.intondo.com/it/product/decor/candelieri?category=decor&subcategory=candelieri,https://www.intondo.com/media/mounted_nas/app-models-product/2026/2138209/conversions/media-librarya0iI2G-thumb.webp,"Candelieri Artistici, di Design e Antichi | intOndo",368x338,1600x1600,125.3,FALLBACK_DA_CONTROLLARE; sorgente troppo piccola (368x338); sfondo chiaro pulito ai bordi (100%); q=96; immagine preservata intera: sorgente 368x338; niente scontorno/crop,
3,vigo-candelieri3.jpg,37.0,media,"""Candelieri"" ""Nanda Vigo"" ""candelieri""",3,intondo.com,https://www.intondo.com/it/product/decor/candelieri?category=decor&subcategory=candelieri,https://www.intondo.com/media/mounted_nas/app-models-product/2026/2151198/conversions/media-libraryOaTdKs-thumb.webp,"Candelieri Artistici, di Design e Antichi | intOndo",368x547,1600x1600,142.7,FALLBACK_DA_CONTROLLARE; sorgente troppo piccola (368x547); sfondo chiaro pulito ai bordi (92%); q=96; immagine preservata intera: sorgente 368x547; niente scontorno/crop,
